0.70474648,0.46777676,0.03996404,0.05784291,0.57540267,0.58506552,0.91585613,0.21993225,0.21445087,0.48474067,0.14616461,0.14380506,0.43522662,0.11512624,0.76440818,0.90413946,0.03743806,0.70051059,0.72562917,0.76065551,0.19587028,0.85635342,0.50838833,0.08923000,0.18003909,0.23896900,0.87773282,0.19834340,0.19476818,0.72123748,0.29515893,0.92412485,0.54380217,0.83943926,0.43363992,0.60677692,0.61532901,0.03661586,0.88965297,0.49923633,0.08510612,0.65285658,0.80908041,0.58631174,0.82764830,0.14940700,0.08336488,0.27319745,0.75439427,0.93312711,0.33655019,0.31348080,0.32116869,0.95348637,0.07335310,0.14903501,0.73869670,0.88313225,0.11914858,0.29149811,0.30281072,0.49052168,0.25558958,0.55561893,0.53043303,0.47531694,0.14665756,0.89661304,0.38761077,0.63207581,0.98375395,0.97402398,0.69245311,0.41305291,0.69702384,0.01654260,0.09026035,0.34270503,0.90921189,0.96521472,0.08445283,0.43975875,0.85458202,0.64542851,0.27087916,0.42821331,0.47120886,0.49483347,0.53199523,0.91349512,0.37682101,0.55947790,0.45462032,0.43746148,0.40393241,0.55776088,0.80056908,0.85377099,0.28310128,0.32659123
0.34813154,0.49135691,0.85445033,0.38975456,0.08919043,0.93703052,0.76608903,0.81584804,0.21439603,0.93418702,0.75167933,0.46847278,0.03736811,0.74417832,0.62486735,0.22294673,0.41122958,0.50701541,0.40373308,0.15427443,0.26765390,0.88506921,0.74403032,0.06916252,0.19279369,0.57777330,0.37822874,0.65392523,0.66123485,0.24535645,0.83002440,0.00113324,0.16148145,0.72707525,0.52838689,0.89142046,0.95133116,0.16390923,0.86670508,0.40793016,0.04189898,0.26462759,0.50851255,0.17522203,0.99803372,0.51171763,0.21011755,0.41154943,0.55403304,0.94751805,0.28268055,0.37639492,0.48015031,0.07372474,0.87770788,0.01988881,0.15235974,0.09609398,0.04348646,0.85082541,0.60545739,0.04024582,0.79331593,0.18730223,0.37319168,0.77860535,0.15541923,0.43076006,0.17254531,0.53248454,0.62717890,0.34651774,0.73284573,0.52508900,0.84731417,0.48966162,0.08179215,0.78110948,0.99240550,0.09568860,0.92019372,0.53842621,0.48342655,0.82486661,0.49081299,0.43163190,0.99488061,0.39581180,0.25624543,0.01304557,0.92118788,0.61628717,0.15929795,0.51849346,0.10703978,0.88688428,0.62237986,0.21668632,0.99061468,0.92760949
0.97800409,0.79462290,0.59673874,0.68487246,0.35153732,0.02678777,0.83447153,0.73173747,0.48933382,0.75655632,0.27417781,0.44821918,0.01906041,0.29766787,0.11665772,0.49578659,0.21018864,0.11584857,0.88199682,0.86349254,0.74801552,0.72533006,0.57201926,0.04258725,0.90401559,0.24723022,0.99908923,0.75112963,0.55382808,0.89023719,0.17112912,0.35289669,0.99127889,0.39457370,0.23502540,0.02299476,0.57617475,0.75533760,0.50749569,0.75595930,0.76610447,0.16132933,0.01147000,0.16741970,0.80791615,0.40598312,0.26407261,0.16640164,0.32398353,0.03944258,0.50709549,0.69514357,0.42848056,0.24798932,0.04808076,0.26213321,0.08524505,0.35730231,0.33607927,0.13841394,0.55031843,0.72524408,0.51752628,0.09231362,0.98082860,0.82642527,0.22908403,0.95939716,0.33944441,0.70056745,0.41178980,0.04151747,0.44556576,0.32450115,0.43418501,0.08085260,0.36134963,0.88918642,0.07877123,0.05524206,0.78414391,0.73443024,0.66720421,0.47136163,0.62040037,0.90158753,0.08161476,0.03322860,0.53072220,0.74128944,0.23919180,0.50329484,0.83971748,0.14030574,0.27809106,0.07040276,0.64349321,0.46684096,0.64002262,0.82328683
0.90976553,0.79184489,0.82369962,0.97597059,0.15348733,0.41709442,0.05967939,0.08259810,0.26931265,0.32540566,0.43460615,0.30057608,0.78222215,0.13948924,0.43058222,0.07517674,0.31007194,0.92667967,0.71544946,0.30851388,0.88776114,0.52425424,0.48134233,0.35403199,0.53827058,0.74336807,0.43840932,0.91804631,0.20888455,0.00308091,0.28925001,0.59033029,0.88612155,0.26339380,0.48676008,0.78673239,0.35606485,0.33309520,0.85231601,0.99813941,0.74602737,0.18969709,0.73974457,0.05959381,0.51222988,0.18659043,0.28689855,0.12406919,0.45878674,0.91213746,0.13215269,0.98367223,0.04300902,0.72877749,0.64084078,0.45369720,0.79622818,0.10055775,0.15385134,0.07210174,0.61726498,0.65704803,0.69661768,0.14673590,0.04311234,0.84397961,0.40216653,0.65987719,0.09064808,0.03623304,0.47029014,0.28015869,0.92302909,0.87230871,0.68185235,0.05913382,0.08041103,0.13636982,0.82777427,0.48344901,0.20360960,0.58187001,0.90242818,0.22214526,0.82377518,0.75177114,0.00161144,0.48591934,0.77266690,0.02493773,0.80208485,0.86888846,0.24223151,0.83412441,0.51417461,0.00274418,0.14676201,0.25012972,0.60238049,0.65100535
0.93432354,0.09848504,0.98886438,0.68597969,0.53062817,0.01798981,0.12099783,0.45629190,0.06938033,0.04285206,0.52940633,0.46559954,0.82357188,0.73089573,0.53803302,0.29409809,0.44058253,0.50692535,0.33395858,0.48309599,0.73377139,0.80376672,0.55590231,0.16100116,0.21256906,0.79930765,0.99957849,0.95567420,0.73597354,0.01037439,0.67485090,0.02661627,0.79434124,0.44708815,0.64639474,0.39158357,0.76321970,0.00789631,0.05501987,0.58362290,0.32996091,0.42272230,0.64985163,0.05553732,0.02841454,0.44978589,0.57324708,0.64137910,0.54294579,0.08565409,0.97566235,0.97350318,0.63899181,0.34098094,0.96707845,0.72610241,0.40567020,0.84023556,0.41812739,0.75531895,0.14326422,0.97582130,0.23379030,0.77805598,0.22988241,0.63632833,0.41064414,0.24614819,0.18406602,0.39006918,0.62572866,0.53733091,0.71687963,0.62152626,0.64301742,0.21660836,0.65122803,0.66986663,0.30678506,0.45507531,0.45257136,0.36389227,0.99008575,0.34861360,0.67813667,0.63491600,0.16525521,0.67064838,0.72346949,0.93911908,0.99246826,0.32397226,0.82511733,0.79320330,0.98684763,0.15105926,0.25713873,0.48432758,0.48306234,0.46767913
0.04261142,0.82361364,0.71173999,0.36929591,0.29676977,0.71118261,0.91076970,0.59417156,0.95148379,0.40993537,0.51500298,0.31942574,0.78328382,0.36790423,0.90174140,0.75222835,0.31896404,0.13325933,0.54575357,0.81951738,0.09478729,0.21964069,0.12549742,0.59279641,0.46321949,0.33329452,0.81724921,0.78549792,0.85702192,0.32560647,0.29674816,0.11705269,0.36824016,0.98983499,0.39634406,0.60576178,0.87622232,0.51499988,0.54809756,0.08165113,0.66889248,0.08925172,0.25388053,0.22783025,0.23497839,0.79943255,0.65206221,0.33693492,0.77624564,0.88094781,0.39642192,0.64813733,0.41688109,0.13161324,0.73479214,0.02636563,0.85870528,0.20807734,0.24178967,0.53031257,0.06983052,0.73509421,0.20286292,0.86139907,0.05308789,0.98827206,0.16739535,0.41466754,0.85384980,0.00018254,0.10168090,0.87106046,0.35949524,0.68062441,0.35920441,0.99023539,0.49236506,0.16191173,0.26915144,0.93932938,0.24480371,0.73431329,0.67482448,0.10239875,0.99598142,0.36723207,0.89743974,0.91915344,0.65896185,0.36232091,0.06961515,0.68850330,0.64506611,0.06478536,0.35161524,0.92834786,0.81603979,0.19269920,0.83809725,0.52587494
0.48489517,0.67068276,0.61062142,0.17709541,0.59501791,0.89453077,0.09902385,0.85431507,0.96130900,0.62779366,0.62764488,0.19392482,0.31003570,0.81739963,0.14639613,0.06830830,0.59564019,0.33380865,0.72189553,0.30772276,0.17922131,0.03510827,0.60211561,0.28346546,0.99671842,0.13737411,0.50108247,0.67193561,0.78399053,0.70900015,0.98312003,0.38689561,0.81837402,0.37062823,0.12583590,0.06518911,0.49652696,0.02806650,0.74249000,0.42873770,0.47568819,0.22825009,0.52827674,0.38704580,0.78208539,0.51641124,0.73261609,0.38563347,0.59037286,0.06553520,0.13160988,0.36332678,0.12533246,0.04501239,0.71620224,0.84207495,0.66582295,0.11414539,0.63942373,0.06648033,0.17058518,0.16057010,0.19640960,0.73775000,0.37322785,0.22940322,0.42213515,0.77228281,0.92831484,0.82951613,0.63692869,0.10149773,0.10986936,0.08224744,0.42253618,0.85147734,0.86243761,0.51588150,0.49669645,0.75539236,0.90219248,0.23501816,0.67201837,0.22462893,0.89712320,0.16411964,0.79351159,0.35974883,0.35345216,0.80909525,0.32252916,0.29297413,0.77626544,0.62929289,0.82476887,0.83039754,0.48757800,0.80436461,0.15972807,0.86130361
0.56939915,0.86615060,0.78211638,0.39536124,0.13718083,0.17390836,0.13433064,0.64049940,0.43402612,0.87420826,0.07400807,0.80889402,0.35889984,0.12334273,0.35603427,0.51251139,0.91952614,0.15279485,0.26085434,0.32851059,0.78285469,0.56669772,0.56650387,0.68222389,0.45598779,0.56979056,0.66841683,0.00952590,0.86660511,0.74437410,0.27481710,0.12981409,0.83221431,0.20681429,0.84931586,0.75471624,0.70358153,0.68656491,0.69804502,0.04322342,0.62528908,0.26098469,0.00587553,0.14604752,0.64168970,0.28421829,0.49800724,0.35725883,0.20120858,0.36528692,0.84363037,0.27901028,0.69054167,0.78875959,0.21343257,0.60921417,0.96690343,0.82346011,0.58528912,0.36856408,0.06364896,0.87573514,0.17734538,0.28569901,0.47517557,0.73578238,0.78438084,0.70211908,0.50629802,0.93851734,0.33683789,0.81918570,0.82881374,0.02846642,0.05247626,0.52846153,0.48188889,0.26242364,0.98042106,0.62924994,0.17099521,0.50115537,0.24676161,0.49882018,0.81598298,0.35060598,0.92483328,0.25751401,0.20682765,0.55618693,0.00053521,0.72874681,0.60929638,0.50240218,0.23847018,0.91553979,0.46542557,0.19803503,0.79689552,0.74860508
0.78550488,0.83676120,0.06393350,0.61706822,0.23663437,0.02432448,0.38422409,0.21408870,0.18827476,0.06997942,0.59325198,0.45325554,0.41163265,0.63982248,0.61294655,0.06874716,0.98595953,0.60372976,0.73149041,0.25119349,0.43599178,0.04977961,0.20430189,0.31926445,0.38863223,0.31982509,0.87551569,0.45050868,0.90091552,0.95559776,0.27424297,0.24381427,0.21888642,0.34851852,0.47858576,0.83734909,0.93457722,0.55842353,0.59222534,0.00236137,0.64365028,0.75313903,0.68829923,0.94033143,0.27071278,0.77090636,0.72478358,0.22116503,0.60560057,0.22437022,0.79087943,0.68166799,0.61252166,0.14582514,0.61379517,0.62670933,0.42391702,0.21840669,0.51975678,0.40716723,0.18415550,0.29154592,0.62597466,0.00991400,0.97851653,0.58751185,0.81238548,0.13028804,0.67321520,0.38422441,0.03705075,0.72353101,0.93367625,0.86915194,0.36703314,0.53670134,0.40933821,0.66408235,0.62223459,0.82811804,0.73453923,0.71563021,0.42757842,0.60479354,0.22871586,0.55145989,0.03953167,0.85835169,0.23673105,0.10218354,0.32261816,0.76931189,0.25133360,0.27274403,0.15974855,0.89163589,0.59918655,0.96532688,0.59141214,0.63814674
0.03339471,0.00132008,0.64605279,0.18888382,0.59695360,0.35330270,0.53174159,0.73451977,0.42966654,0.56118473,0.16770772,0.94926559,0.77157780,0.82879496,0.46696506,0.40859050,0.81853536,0.04662929,0.15736721,0.68745753,0.63772436,0.86838793,0.30245189,0.82065281,0.05392441,0.98356139,0.71575852,0.63995890,0.16116436,0.23718241,0.42053943,0.72755891,0.47465343,0.84725298,0.78373266,0.67723197,0.94632329,0.58500168,0.08502055,0.05876861,0.28237281,0.64265599,0.76512601,0.42811051,0.01947265,0.67294646,0.64333899,0.20439282,0.65398891,0.84983446,0.03837975,0.57540865,0.19619076,0.09100967,0.99771224,0.79458484,0.34258281,0.82736742,0.58388663,0.90103819,0.70097109,0.77925137,0.85330351,0.07287925,0.21783377,0.71443399,0.58801090,0.36681374,0.20891020,0.18998477,0.16934015,0.49085189,0.59799613,0.01408195,0.57460503,0.18112990,0.98965080,0.44406209,0.19865723,0.24263828,0.70114745,0.56214679,0.01435941,0.80907005,0.44617661,0.85540208,0.95195899,0.46403257,0.96481313,0.14522995,0.08220575,0.09158657,0.27298297,0.50023342,0.50487561,0.03150071,0.24658091,0.99253545,0.97278185,0.71690501
