0.57729671,0.04278381,0.33495454,0.80859617,0.68811388,0.63253195,0.67250464,0.60503688,0.64112433,0.62042110
0.53342794,0.75774713,0.36949256,0.47523834,0.40144956,0.20921049,0.32188896,0.05501508,0.32552763,0.39058309
0.09338410,0.22045513,0.24954175,0.22747021,0.35022170,0.14487611,0.73150136,0.34265486,0.12236523,0.59359978
0.17964818,0.05805632,0.16329214,0.41999481,0.69350897,0.64150088,0.00520598,0.79329065,0.33568778,0.67971569
0.03267317,0.39378824,0.01961050,0.81634554,0.18696718,0.67454791,0.27706616,0.13535111,0.93029534,0.59502462
0.89063105,0.30659940,0.82983533,0.94168233,0.39518383,0.90413105,0.33508574,0.32460000,0.99573267,0.95241045
0.22861835,0.83720203,0.34245788,0.97924337,0.84981763,0.90491930,0.57367351,0.29415135,0.19752501,0.52787192
0.67151573,0.74178864,0.17038321,0.53588799,0.43610982,0.20822421,0.55296232,0.27591372,0.53505456,0.20010934
0.89994254,0.33810282,0.61033460,0.12193299,0.63001719,0.27204034,0.95653159,0.39415427,0.60740656,0.21581337
0.86147620,0.80433292,0.24563531,0.91104851,0.04015502,0.75257312,0.45786879,0.83545939,0.46548597,0.06558210
