0.88498232,0.19701397,0.56861333,0.93101524,0.56449317,0.21162851,0.26495395,0.67857076,0.74703965,0.59175224
0.28142578,0.18677080,0.65464662,0.22933125,0.16277896,0.13114128,0.73884458,0.71191156,0.92747451,0.26171260
0.58945458,0.91961630,0.22350552,0.45396893,0.96581760,0.95488239,0.51158615,0.44866887,0.94482686,0.59945663
0.24694133,0.51732670,0.57255303,0.55229185,0.40567924,0.14642048,0.86805623,0.11232805,0.13946816,0.14924817
0.03941051,0.85773185,0.89170839,0.12256361,0.46156875,0.39318463,0.12615389,0.86439266,0.86406747,0.74081836
0.16656580,0.26362964,0.19230422,0.83246856,0.46761860,0.15044623,0.01009517,0.27851061,0.97413056,0.03169087
0.91145153,0.05794042,0.67177025,0.34969693,0.45549843,0.22113880,0.33852586,0.30810614,0.70890027,0.87125358
0.40931658,0.81622110,0.01154924,0.78769767,0.52595381,0.83372890,0.22404063,0.37674290,0.69770858,0.84842039
0.47831657,0.84636004,0.54831934,0.99137103,0.90471117,0.38562791,0.95548263,0.76534181,0.52550272,0.99104320
0.69498333,0.19460689,0.11403676,0.26211576,0.73550223,0.55044682,0.39715133,0.75842952,0.02378743,0.81357508
