0.34838639,0.58781641,0.40467582,0.32950362,0.26597331,0.31304547,0.92416203,0.95967293,0.09883060,0.73541388
0.65776269,0.63096867,0.03284335,0.27345392,0.74610287,0.49580683,0.02388835,0.52651555,0.84780488,0.87842025
0.89862595,0.52733238,0.46696759,0.24434463,0.86607757,0.79985718,0.86357486,0.22594497,0.09790293,0.69844507
0.91315118,0.91657677,0.52863147,0.64210522,0.11208119,0.27528779,0.53775098,0.88076889,0.48413973,0.59270824
0.05553644,0.96465399,0.49242722,0.16027043,0.33897097,0.51330734,0.13851431,0.19664682,0.91589690,0.87255259
0.12230211,0.27899791,0.63558434,0.25975365,0.00208388,0.70121457,0.19307857,0.32495554,0.28393644,0.15236920
0.13568510,0.14491350,0.96749169,0.72685088,0.94007538,0.57153993,0.33100876,0.16392685,0.48335630,0.49339851
0.77746983,0.52843948,0.19485035,0.81419070,0.14791601,0.52891401,0.04246920,0.36918094,0.67187317,0.13870851
0.52487999,0.53883917,0.90935511,0.46662937,0.07835088,0.14593729,0.27560864,0.79895402,0.25510833,0.60942929
0.07838169,0.20214542,0.61914283,0.09813875,0.71554259,0.44910020,0.27957525,0.87390025,0.67315815,0.06418438
