0.31179588,0.69634349,0.37775184,0.17960368,0.02467873,0.06724963,0.67939277,0.45369684,0.53657921,0.89667129
0.99033895,0.21689698,0.66307820,0.26332238,0.02065100,0.75837865,0.32001715,0.38346389,0.58831711,0.83104846
0.62898184,0.87265066,0.27354203,0.79804683,0.18563594,0.95279166,0.68748828,0.21550768,0.94737059,0.73085581
0.25394164,0.21331198,0.51820071,0.02566272,0.20747008,0.42468547,0.37416998,0.46357542,0.27762871,0.58678435
0.86385561,0.11753186,0.51737911,0.13206811,0.71685968,0.39605970,0.56542131,0.18327984,0.14484776,0.48805628
0.35561274,0.94043195,0.76532525,0.74866362,0.90371974,0.08342244,0.55219247,0.58447607,0.96193638,0.29214753
0.24082878,0.10029394,0.01642963,0.92952932,0.66991655,0.78515291,0.28173011,0.58641017,0.06395527,0.48562760
0.97749514,0.87650525,0.33815895,0.96157015,0.23170163,0.94931882,0.94137770,0.79920259,0.63044794,0.87428797
0.29302028,0.84894356,0.61787669,0.01323686,0.34723352,0.14814086,0.98182939,0.47837031,0.49739137,0.63947252
0.36858461,0.13690027,0.82211773,0.18984791,0.51131898,0.22431703,0.09784448,0.86219152,0.97291949,0.96083466
