0.56232631,0.14112861,0.12398891,0.34758336,0.33035316,0.32885323,0.60093279,0.31599016,0.76873587,0.09067077
0.32478586,0.66919313,0.60293211,0.11951562,0.43947349,0.30922146,0.63187043,0.12987028,0.67056592,0.46383253
0.27488999,0.74744399,0.18790986,0.15223794,0.01535594,0.86130036,0.49236554,0.51671561,0.11476262,0.10777614
0.33378340,0.51623064,0.70087222,0.49927036,0.83155843,0.37739233,0.02808799,0.42615228,0.08500263,0.32205443
0.98515468,0.85735426,0.23645571,0.37596243,0.43116513,0.76386838,0.03345713,0.03862277,0.11711787,0.62832498
0.41454662,0.84892563,0.28405789,0.48925203,0.70678572,0.54520120,0.31679998,0.15254277,0.54060342,0.14215650
0.93930446,0.53989061,0.17491530,0.72064255,0.10354719,0.77164479,0.45728911,0.13266196,0.03721104,0.99337799
0.27436829,0.95224862,0.50183634,0.50301538,0.09106972,0.95070582,0.73289586,0.51872784,0.12025714,0.17567657
0.43216661,0.36225882,0.55813801,0.07634397,0.04034602,0.51110309,0.02850138,0.05955195,0.37634146,0.06177907
0.38546963,0.24175052,0.18777030,0.40467983,0.11990391,0.34963937,0.43487363,0.83000295,0.93280618,0.30833843
