0.17393712,0.60399993,0.67762957,0.40850553,0.77191393,0.75378381,0.54421115,0.05069450,0.61989135,0.27081329,0.19267534,0.76725729,0.53944074,0.97508168,0.19787718,0.42131139,0.95011077,0.17764570,0.17441642,0.17028520,0.85306380,0.25374117,0.29161539,0.85506960,0.26743417,0.53372565,0.52955329,0.42823477,0.26911682,0.36036638,0.67852724,0.17262567,0.28590359,0.87592298,0.42999942,0.82280317,0.86787040,0.90842876,0.09757328,0.42728565,0.85006443,0.63171824,0.88342639,0.74408030,0.25386964,0.46220343,0.92051316,0.73383322,0.82691554,0.17925825
0.16261023,0.74533227,0.99440251,0.47928799,0.41104103,0.69929870,0.83973644,0.65932689,0.62866820,0.31684163,0.91618807,0.13862411,0.09793230,0.13269183,0.07871741,0.26062556,0.90614546,0.15278900,0.03844285,0.35450626,0.89612802,0.72429078,0.95622795,0.08826338,0.91059426,0.87000436,0.36628862,0.35477016,0.02557247,0.51385457,0.50152438,0.68195393,0.19456136,0.18830530,0.79022946,0.91289364,0.69494574,0.47075888,0.83590024,0.61574769,0.71927918,0.47930539,0.35296369,0.70360757,0.53648558,0.66888556,0.90457022,0.76422106,0.35886438,0.21757148
0.28403842,0.18568998,0.79132360,0.90011417,0.83810591,0.25671733,0.81040935,0.14650536,0.97105186,0.78664208,0.13133082,0.30364046,0.12789308,0.41588642,0.73601206,0.50150462,0.69499050,0.67055612,0.56868031,0.41308926,0.17155977,0.82969003,0.01940656,0.30623119,0.01308084,0.32667943,0.17681176,0.54996591,0.43501937,0.78198576,0.12613425,0.49469386,0.88152500,0.86438079,0.45695459,0.88960504,0.99217001,0.08452814,0.13898278,0.61609260,0.69488792,0.28944565,0.31667986,0.52427019,0.23519115,0.98433550,0.28325470,0.82818149,0.17116295,0.92220388
0.51354727,0.91666503,0.44430703,0.58175924,0.68970906,0.85667530,0.94893499,0.26024057,0.77734879,0.78686653,0.43996626,0.50893803,0.33310937,0.15370340,0.76794603,0.08133207,0.72444817,0.93198238,0.67924786,0.54621009,0.03345214,0.83790574,0.77553758,0.66896660,0.95702931,0.60545499,0.45871090,0.62370356,0.20329857,0.06120420,0.77071708,0.35965937,0.18443857,0.03618814,0.33682740,0.53867592,0.47318420,0.06243647,0.88838705,0.93533633,0.06961721,0.61414062,0.95132079,0.05529670,0.20152014,0.60966792,0.52677811,0.25278584,0.39335081,0.88187584
0.23600973,0.21780856,0.78249921,0.36588761,0.77019894,0.04272654,0.61387038,0.97255721,0.18253613,0.31939075,0.24654628,0.43220540,0.67267269,0.79487597,0.90947485,0.85659874,0.42090886,0.80146105,0.37675447,0.74980403,0.63427107,0.72253346,0.09678937,0.09835115,0.21676281,0.31085206,0.97513775,0.60809694,0.79286427,0.28347853,0.07663479,0.04753947,0.56489646,0.63453847,0.92454050,0.15152849,0.16911808,0.97734042,0.29180769,0.40038416,0.61556040,0.66834062,0.84936733,0.46906288,0.02288784,0.31167916,0.46236932,0.44717109,0.86948196,0.35171815
0.45528758,0.62928118,0.21988899,0.66645834,0.50040169,0.42069729,0.40120637,0.78683877,0.31160662,0.14896765,0.38534334,0.28597903,0.02174219,0.28594271,0.55706240,0.72536850,0.57470214,0.75951620,0.09770160,0.77819050,0.86195022,0.46565684,0.40324159,0.32898127,0.40942599,0.96119529,0.73636006,0.04821888,0.79766855,0.15856295,0.50724665,0.16963961,0.04650992,0.45996525,0.84479754,0.22181797,0.05435696,0.88043032,0.18732948,0.95832230,0.21203865,0.20851037,0.38881953,0.82865623,0.61095271,0.15755189,0.58305276,0.32086709,0.80710500,0.06151765
0.88908563,0.55107974,0.69404510,0.25087013,0.29859871,0.18665744,0.08870962,0.40487133,0.91395392,0.00130819,0.01026672,0.47866916,0.60903409,0.69192057,0.62115026,0.66308498,0.44765812,0.40299886,0.58623068,0.04317925,0.44483488,0.75355313,0.98286292,0.30837844,0.14032898,0.72477154,0.53642631,0.59721001,0.95384596,0.32648206,0.81949905,0.54534605,0.66943228,0.92763049,0.39114555,0.33501182,0.20611462,0.43500667,0.56400823,0.60071922,0.92802889,0.41571214,0.57471998,0.23349265,0.22010008,0.70326321,0.01636357,0.66980041,0.70690897,0.73682038
0.63241882,0.51422222,0.31318697,0.28690817,0.20062584,0.51680120,0.14662672,0.97519323,0.69022525,0.48371859,0.43251575,0.07495256,0.50591305,0.08277180,0.67364579,0.04185293,0.97336574,0.47438051,0.84788823,0.27535282,0.35955899,0.52342815,0.41092827,0.80644050,0.99792775,0.50678826,0.12341167,0.07511751,0.96674584,0.44858095,0.47116184,0.66670608,0.37594093,0.46889696,0.35373417,0.15619749,0.81071762,0.77499826,0.83053007,0.23212511,0.39040506,0.23157554,0.08707850,0.27006654,0.25034764,0.26330445,0.24729017,0.76432344,0.40623828,0.54459252
0.41936514,0.40451196,0.65715050,0.55113814,0.93477216,0.94186303,0.84040168,0.21090771,0.21803864,0.85768021,0.69462873,0.00948053,0.86271852,0.60958388,0.55549526,0.58244810,0.24276441,0.22939564,0.20287764,0.53786636,0.60874140,0.60898201,0.18221089,0.11647446,0.55909919,0.82217281,0.19357176,0.75542851,0.44474620,0.07088174,0.15783893,0.11532303,0.43486385,0.70178952,0.18162193,0.13662862,0.61739238,0.75526574,0.35910004,0.95453468,0.05337875,0.75593952,0.84768433,0.35999720,0.84312410,0.63586303,0.47136747,0.24666904,0.87838067,0.47288692
0.74412684,0.69802180,0.58857855,0.95079750,0.34983187,0.25261694,0.47574242,0.34064787,0.87641881,0.11710779,0.20785896,0.26238193,0.57721810,0.52098954,0.18163555,0.46599133,0.32037912,0.97739033,0.30738866,0.66916773,0.95034889,0.31276046,0.24878811,0.60908817,0.80639191,0.68178282,0.19796128,0.48224398,0.81506952,0.13965854,0.89125128,0.93973675,0.38343593,0.70646178,0.02640483,0.66875699,0.64654702,0.03869704,0.60355710,0.00043864,0.39353224,0.24933817,0.68752524,0.06140776,0.68542800,0.34707377,0.10678733,0.65134474,0.73388535,0.97650391
0.87524921,0.22813722,0.84590764,0.32194233,0.80943150,0.07615849,0.14166107,0.60833378,0.63489563,0.54135805,0.71336567,0.10304373,0.12701982,0.26322607,0.36579216,0.59449567,0.68623316,0.34793325,0.48761380,0.09027133,0.79887686,0.46778171,0.59899856,0.31629016,0.28032462,0.36641453,0.89111560,0.07007368,0.03610253,0.55550976,0.48876600,0.52328352,0.13368091,0.61619850,0.67799041,0.76578426,0.62420972,0.68444679,0.28937853,0.14768308,0.48607677,0.83825108,0.57107854,0.46922245,0.43459409,0.77476103,0.64010978,0.91895039,0.72593889,0.61389645
0.91357803,0.02574272,0.65825778,0.03717903,0.34418646,0.26701506,0.88677791,0.14053079,0.72569815,0.87809666,0.21934811,0.15681730,0.54893311,0.37770939,0.50730431,0.82047857,0.79330136,0.66053329,0.13619176,0.03733315,0.33533880,0.09320918,0.41540729,0.28058941,0.79033478,0.83922054,0.97795529,0.97070121,0.02151160,0.41070670,0.99848633,0.35247573,0.46309437,0.77482014,0.73709644,0.83360917,0.26517631,0.02058388,0.62605171,0.69042777,0.53758529,0.13897403,0.28051359,0.11255692,0.34647093,0.18569383,0.49093526,0.35536351,0.15739719,0.35767802
0.88279130,0.26235998,0.39409041,0.17280813,0.79662955,0.62111751,0.00391825,0.44887951,0.97699692,0.91813031,0.95844318,0.92897596,0.62792283,0.32810998,0.78087493,0.00423733,0.45571552,0.89285165,0.26964750,0.07570850,0.10365102,0.42505379,0.76269917,0.48757048,0.50061482,0.56261929,0.36707506,0.31860036,0.10819826,0.67417629,0.20233629,0.28878553,0.94715751,0.57208434,0.84691027,0.44759465,0.63263025,0.36998147,0.81103724,0.03438122,0.78543390,0.83718575,0.82337944,0.82893334,0.91430825,0.52349450,0.67086339,0.33710709,0.49775387,0.32313859
0.61187012,0.41081002,0.36738040,0.03231111,0.48600212,0.21080505,0.24922340,0.11467260,0.32896073,0.37282966,0.79561691,0.01810812,0.21394720,0.59587100,0.56449527,0.25560290,0.94406051,0.04018560,0.40647683,0.19499253,0.74753172,0.98245804,0.93626553,0.39074217,0.45654945,0.17665297,0.70171517,0.34080892,0.77740935,0.78649442,0.42640564,0.70516131,0.59955258,0.70906658,0.75442719,0.03973873,0.52039254,0.75536618,0.50944541,0.42435705,0.57439605,0.08563154,0.89174209,0.03178618,0.30539205,0.03174978,0.40424239,0.19872286,0.04741186,0.06745164
0.46879653,0.74516056,0.30324222,0.13879209,0.66565006,0.90879590,0.94317194,0.95272629,0.11853735,0.83343600,0.02054031,0.87042432,0.11317429,0.49856689,0.88575077,0.40214737,0.83163309,0.83826737,0.50870912,0.41412586,0.80938636,0.45576399,0.57265522,0.28709178,0.28360589,0.64526354,0.72269518,0.60861288,0.86635608,0.85275053,0.26594963,0.98355593,0.84020892,0.45294298,0.58695627,0.29266066,0.22511195,0.93768601,0.20192984,0.11493641,0.82756898,0.56574213,0.97168361,0.12251418,0.21550772,0.88285506,0.48645502,0.94028443,0.18433435,0.69031190
0.38699130,0.92875880,0.45834375,0.81977461,0.86759934,0.39143244,0.20656971,0.78012945,0.60335466,0.88289236,0.10190500,0.13270830,0.71778299,0.89908076,0.46592826,0.90992171,0.94400790,0.21110196,0.54142793,0.72754583,0.68149878,0.69151510,0.39017826,0.39587312,0.82288323,0.50906263,0.89871981,0.12961024,0.90129419,0.80990340,0.88957208,0.52934228,0.89641922,0.56430849,0.36333809,0.34865648,0.33144511,0.30764381,0.64391063,0.86312847,0.55120297,0.26133752,0.33266491,0.51277607,0.86714701,0.34111118,0.78403898,0.54047472,0.46706018,0.03380898
0.26115290,0.70002734,0.89925716,0.17187180,0.22546790,0.08918888,0.45165611,0.43294846,0.44250033,0.62208266,0.94919435,0.79551768,0.11821493,0.81250986,0.05371054,0.06158344,0.58872501,0.11046873,0.83922132,0.46010598,0.61308786,0.38653436,0.93295254,0.55595790,0.01207519,0.02136783,0.62602004,0.53782472,0.28833534,0.61902675,0.13455770,0.23037686,0.74475319,0.87579728,0.20507157,0.67346533,0.29739165,0.31415761,0.50449413,0.17708331,0.69377189,0.43939427,0.28254281,0.22375006,0.02405109,0.86744637,0.67814519,0.33209981,0.41979003,0.68969925
0.72793365,0.67036171,0.45325793,0.84407438,0.96000002,0.33466921,0.81766966,0.63210045,0.43600038,0.93960551,0.63877306,0.08833724,0.73710264,0.51410817,0.70007316,0.00823725,0.33413496,0.40848017,0.28374837,0.71755372,0.87753759,0.37492310,0.08660913,0.78007299,0.32115580,0.72399661,0.26761910,0.66800827,0.33650124,0.81649576,0.92338393,0.83916158,0.91481056,0.35983881,0.09798107,0.92197824,0.90763653,0.54750737,0.43520045,0.66645708,0.07711465,0.31469494,0.69065971,0.88531224,0.76367859,0.06908785,0.05650396,0.47913367,0.49264170,0.47251768
0.53941523,0.19928725,0.71520887,0.33176872,0.21309545,0.10980062,0.15570899,0.04460280,0.62937498,0.28656637,0.09308872,0.78876186,0.38677164,0.65243364,0.97099079,0.36477801,0.19176906,0.68011932,0.66419389,0.30005936,0.81281079,0.00623926,0.13648048,0.36068210,0.43791517,0.42311107,0.02989599,0.32903131,0.60673108,0.78870092,0.51689830,0.75551472,0.18265341,0.19615013,0.67389057,0.04586600,0.51825708,0.32864173,0.41944885,0.25143955,0.25946803,0.06370483,0.00481086,0.21811884,0.55330391,0.41586016,0.21479548,0.89828558,0.84212086,0.26892805
0.57428446,0.01200460,0.56085440,0.28832298,0.99724861,0.34555491,0.08400573,0.09800816,0.75142441,0.57685264,0.22605080,0.55203924,0.76653784,0.95507960,0.19133072,0.39403257,0.82919816,0.51678944,0.62842029,0.77135633,0.15690027,0.49425416,0.13029680,0.52997056,0.77477971,0.18492631,0.98798206,0.22345387,0.74764525,0.51232485,0.54623736,0.16603669,0.69877924,0.89540466,0.09445910,0.90852036,0.51824582,0.35600961,0.68882961,0.65372806,0.42831826,0.99931700,0.23576589,0.48422618,0.55055069,0.11386578,0.46934717,0.78869593,0.32687256,0.14317884
0.67338112,0.18226954,0.58461716,0.43500104,0.18839916,0.69845739,0.74077605,0.14198852,0.45304026,0.92581460,0.77243126,0.50269231,0.09096376,0.04199186,0.10138417,0.80195814,0.68347116,0.08210989,0.37009411,0.23439896,0.06838386,0.28538100,0.70646138,0.82017352,0.67501560,0.34644792,0.97723140,0.83958062,0.75752000,0.37467822,0.70104571,0.02767258,0.29060293,0.10544102,0.99199024,0.88195462,0.61148329,0.97182998,0.60168599,0.92068993,0.56776992,0.47265750,0.55764981,0.25243762,0.09624092,0.11749674,0.57723606,0.12435899,0.57762473,0.92204760
0.82731493,0.48338613,0.17838845,0.72906995,0.19034825,0.90936237,0.32029155,0.70384644,0.38321914,0.58332809,0.02240741,0.78919301,0.49212399,0.23556555,0.21911227,0.90721051,0.07539683,0.86524099,0.41159541,0.45444289,0.15390043,0.06171173,0.51023421,0.11530391,0.69954575,0.49639179,0.12438720,0.24640383,0.41778595,0.52471336,0.03997591,0.58290018,0.74348686,0.25796111,0.52819548,0.77458024,0.25983285,0.76007942,0.19352792,0.97003182,0.49502456,0.06202789,0.77162280,0.63072119,0.03028396,0.97896810,0.38749149,0.84644970,0.37320936,0.89891242
