0.81083862,0.34819194,0.21145480,0.05938319,0.87602685,0.91854645,0.12012018,0.33447374,0.17537207,0.11589847
0.89986674,0.05687726,0.98048566,0.09645086,0.86347065,0.56650611,0.36791749,0.34234238,0.75736414,0.31457330
0.65731892,0.51732608,0.48496565,0.90116217,0.55464506,0.82686160,0.72557353,0.03855725,0.77311005,0.21687025
0.90314965,0.04292419,0.33307203,0.09973295,0.47558912,0.82002244,0.29818736,0.15093490,0.33026704,0.81388014
0.14038396,0.22736245,0.06885196,0.70571004,0.39523324,0.31083998,0.71862639,0.33597754,0.72777127,0.81519940
0.21766284,0.97381870,0.16235795,0.29084091,0.17979529,0.34550566,0.48006089,0.52217587,0.85360604,0.88944791
0.22010386,0.62289403,0.11149606,0.45896986,0.32233354,0.31650075,0.48258424,0.72982764,0.06918266,0.87917334
0.73481377,0.17649939,0.93916091,0.50631222,0.99980858,0.19725947,0.53490820,0.29024804,0.30417356,0.59106538
0.92171907,0.80526386,0.72394140,0.55917378,0.92229850,0.49236141,0.87383218,0.83398164,0.21383535,0.77122546
0.01217116,0.32282954,0.22956744,0.50686296,0.73685316,0.09767637,0.51492220,0.93841202,0.22864655,0.67714114
