0.61693497,0.20290776,0.28880895,0.44506004,0.54722658,0.17537364,0.59552196,0.60724439,0.40853528,0.20072014
0.33392728,0.09803659,0.74483775,0.01461730,0.33179083,0.92434051,0.18751932,0.52351554,0.14924499,0.94976840
0.82057947,0.31262547,0.75194586,0.56735224,0.22165228,0.13438715,0.24924475,0.62899059,0.95477496,0.77687530
0.90346087,0.19407846,0.91458938,0.08468198,0.94418688,0.14121565,0.36152990,0.34555543,0.32985702,0.73661546
0.83947198,0.57047338,0.54607505,0.26130795,0.90332508,0.56477734,0.41131225,0.55949927,0.10446670,0.11143430
0.92728529,0.21855574,0.27028115,0.55724224,0.48686197,0.55573283,0.36542914,0.40521527,0.16879887,0.49701712
0.42295612,0.94008375,0.12978723,0.61574043,0.96652605,0.09796177,0.72111853,0.86551604,0.33223298,0.56936343
0.08963013,0.33705665,0.24883145,0.68536803,0.05568778,0.48322900,0.55384584,0.93125463,0.92112219,0.00659307
0.58103103,0.39978821,0.53625612,0.64960006,0.27437673,0.76115075,0.92051951,0.88878608,0.75534284,0.52445658
0.48519253,0.74499864,0.77273012,0.01211940,0.03782785,0.47756010,0.86635640,0.21500635,0.14357676,0.93316225
