0.63707015,0.09213067,0.13943224,0.03244275,0.16240870,0.22257752,0.69070310,0.06521465,0.68740651,0.40542847
0.14295372,0.98232917,0.50426902,0.29418428,0.05550517,0.31432164,0.61245623,0.24577291,0.56924145,0.27827813
0.04445443,0.41316626,0.35662029,0.24589016,0.52897183,0.38962282,0.94994547,0.62122912,0.35815414,0.21433669
0.66512386,0.92012872,0.62711311,0.82939224,0.68422867,0.94718150,0.40720891,0.77272525,0.50918597,0.04949147
0.01326224,0.42512347,0.65997439,0.86327254,0.03262316,0.94184410,0.88476051,0.87361720,0.64266978,0.46665806
0.80399394,0.20617420,0.29229157,0.17269330,0.99798181,0.19218128,0.70075092,0.46207227,0.03329528,0.08126354
0.92942836,0.74454269,0.54600978,0.20946480,0.00635614,0.77264992,0.31229862,0.21404058,0.17231153,0.80879638
0.62063291,0.64130078,0.92543726,0.89179904,0.68046123,0.96102694,0.22896101,0.01960223,0.92170678,0.26432798
0.97310297,0.22403906,0.27845960,0.90944982,0.81265516,0.09739123,0.57547125,0.15775161,0.07167158,0.61238183
0.07805252,0.47189499,0.61451276,0.93910267,0.92127220,0.60745745,0.50271252,0.65039118,0.92496549,0.99094042
