0.63523939,0.51197492,0.15984606,0.72530987,0.31966411,0.38821479,0.85154385,0.68112505,0.08267090,0.56537909
0.08692011,0.64545649,0.39465231,0.81299896,0.78017882,0.99970838,0.29917027,0.17507880,0.18531824,0.59891899
0.33454415,0.90685483,0.07935625,0.76481681,0.48971065,0.63743344,0.58782424,0.53025860,0.69834735,0.54570634
0.92247170,0.55167759,0.91966573,0.80633508,0.84754786,0.89728747,0.20255642,0.34255462,0.89937395,0.14921479
0.49014489,0.10474855,0.15254681,0.58888929,0.39610152,0.42369213,0.50813145,0.66072791,0.49932947,0.34177239
0.19280847,0.46447314,0.37555303,0.81544524,0.01529719,0.57039779,0.61845926,0.98789654,0.88536422,0.51756727
0.28851545,0.01018500,0.24078078,0.84743539,0.97325624,0.70105424,0.60385421,0.60623413,0.64990763,0.00178912
0.36995840,0.32927882,0.97793319,0.00072670,0.73634472,0.40528691,0.06476037,0.36095286,0.12784881,0.03735996
0.68345306,0.02468457,0.01196410,0.42598402,0.13056535,0.44612762,0.36603432,0.10227735,0.63970718,0.64972219
0.64467790,0.86463001,0.00677374,0.02773502,0.52316529,0.46601553,0.99056748,0.35753607,0.38910419,0.83570637
